CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks
7.6,0,1,0,61,3.8,0,1,55,61
6.7,1,1,0,78,3.1,0,1,74,58
7.4,1,1,0,74,4.5,0,0,64,71
8.1,2,3,1,80,4.8,1,1,83,79
8.3,2,3,2,90,4.8,1,1,81,81
6.5,1,3,2,78,4.2,0,1,78,71
6.5,2,3,0,81,3.5,0,1,55,62
8.5,2,3,0,88,4.7,1,1,74,86
8.7,2,3,2,90,4.8,1,1,81,86
6.5,2,1,0,73,4.0,0,0,55,68
8.1,1,3,0,90,4.8,1,1,74,84
7.9,2,3,2,79,4.1,0,1,76,87
8.5,2,3,1,70,3.9,1,1,60,71
7.4,0,1,2,81,3.8,1,1,72,87
8.4,1,3,2,90,4.8,1,1,82,88
7.6,0,2,0,74,4.1,0,1,67,73
6.5,0,1,1,80,3.6,0,1,68,65
8.4,2,3,2,90,4.7,1,1,89,86
7.6,1,1,0,78,4.8,1,1,67,73
7.4,1,1,0,78,3.8,0,1,55,65
6.6,1,1,1,85,4.0,0,1,57,62
7.8,0,1,0,63,4.2,0,1,56,70
6.5,1,1,0,68,4.0,1,0,69,66
7.9,1,2,1,86,4.4,1,1,83,67
7.6,1,2,0,79,4.1,0,1,71,62
8.2,2,3,2,75,4.2,1,1,75,81
7.7,1,1,1,82,3.8,0,0,55,71
8.1,1,3,2,83,4.7,1,1,85,86
6.6,1,1,0,77,3.9,0,0,55,70
6.5,1,1,0,77,4.2,0,1,55,74
7.7,1,3,2,83,4.7,1,1,83,86
8.4,1,2,2,86,4.2,1,1,80,82
7.9,0,1,2,77,4.8,1,1,83,82
8.6,2,3,2,89,4.8,1,1,86,86
6.7,1,2,1,68,4.3,0,1,56,68
7.6,0,1,1,77,4.3,0,1,55,63
8.3,2,3,2,90,4.7,1,1,82,83
7.5,1,1,1,77,4.5,1,1,72,86
8.2,0,2,2,78,4.1,1,0,55,63
7.9,0,3,2,82,4.4,1,1,74,83
7.4,1,1,0,84,4.1,0,0,55,70
8.2,1,2,3,68,4.4,1,1,75,82
7.5,0,1,0,72,4.3,0,1,56,66
6.6,1,1,0,76,4.0,0,0,57,58
7.8,1,2,1,74,4.8,1,1,69,81
6.5,1,3,1,76,4.6,1,1,74,76
8.7,1,2,2,77,4.3,1,1,79,88
7.5,1,3,1,84,4.8,1,1,72,67
8.3,1,3,2,90,4.7,1,1,69,80
8.4,1,2,2,75,4.1,1,1,55,73
8.4,2,3,2,90,4.8,1,1,72,84
8.3,0,3,0,84,4.4,1,0,72,83
6.5,1,2,1,76,4.2,1,1,59,84
7.5,2,2,1,63,4.0,1,1,55,68
7.5,1,1,1,70,3.3,0,0,59,58
8.1,2,3,2,86,4.5,1,0,81,83
8.0,1,2,1,80,4.3,1,1,74,88
6.6,1,1,2,81,4.8,1,0,68,71
8.5,1,2,0,87,4.0,1,1,78,70
8.1,2,2,1,90,4.7,1,1,68,88
8.7,2,3,2,88,4.8,1,1,79,83
8.0,2,3,2,90,4.2,1,1,73,87
8.4,2,3,2,90,4.8,1,0,72,85
8.0,1,3,2,90,4.8,1,1,79,84
6.7,0,1,0,69,4.5,0,0,65,60
8.2,1,2,0,83,4.8,1,0,65,71
8.4,1,1,3,89,4.4,1,1,72,71
8.4,1,3,0,73,4.6,1,1,86,83
7.6,0,2,0,64,4.8,0,0,60,64
8.2,1,3,2,90,4.4,1,1,85,84
6.7,1,1,0,85,4.4,0,1,55,68
7.7,1,1,1,75,4.0,0,1,60,67
6.8,1,2,0,67,3.2,0,0,55,68
7.7,2,3,0,80,4.8,1,1,73,83
7.8,1,1,0,70,4.0,0,1,55,66
7.7,1,1,1,64,4.5,0,0,55,65
7.7,2,3,2,86,4.6,1,1,61,84
8.7,2,3,2,79,4.4,1,1,76,83
8.7,2,3,2,90,4.8,1,1,74,81
7.9,2,3,2,90,4.8,1,0,88,77
7.9,1,3,2,90,4.5,1,1,87,85
7.7,2,2,0,71,4.0,0,1,55,72
7.4,1,1,1,86,4.2,0,1,56,68
8.6,2,3,2,90,4.8,1,1,84,79
6.6,1,2,0,79,3.9,0,1,60,69
8.4,0,2,0,69,4.0,1,1,55,72
7.3,1,2,1,71,4.7,0,0,59,57
7.7,1,1,1,74,4.5,1,1,72,88
8.0,2,3,2,90,4.8,1,1,75,83
6.6,1,1,0,73,4.6,0,0,66,72
6.6,0,2,2,77,4.2,0,1,55,66
8.8,1,3,0,86,4.4,1,1,63,72
7.6,1,2,1,77,4.4,0,1,55,68
8.4,1,1,0,72,3.9,1,0,60,82
8.5,0,2,2,75,4.5,1,0,76,83
8.4,2,3,2,90,4.8,1,1,78,83
7.6,1,1,0,79,4.8,0,1,69,71
7.4,2,3,2,80,4.8,1,1,70,67
7.8,1,1,1,82,3.9,0,1,74,73
6.6,1,3,2,90,4.3,1,1,82,80
6.6,0,1,1,71,4.4,1,1,64,85
6.5,1,3,0,79,4.3,1,1,55,85
7.5,0,1,2,78,4.6,0,1,68,71
7.6,1,3,0,79,4.5,0,0,73,65
6.5,1,2,1,81,3.9,0,1,75,82
8.4,2,1,1,77,4.4,0,1,60,69
6.7,2,2,1,71,4.4,0,0,55,67
6.7,1,2,1,82,4.3,1,1,77,80
7.4,1,2,2,69,3.8,0,1,57,67
8.3,1,2,1,77,4.2,0,1,67,84
8.1,1,1,2,72,4.1,1,0,64,65
7.5,1,1,0,77,4.1,0,1,58,70
6.8,0,2,0,73,4.2,1,1,81,67
8.2,2,3,2,90,4.8,1,1,85,80
6.6,2,2,0,73,4.1,0,0,59,68
8.5,1,3,0,88,4.7,1,1,76,83
8.3,2,3,1,80,4.6,1,0,55,80
6.8,1,1,1,80,3.5,0,1,64,70
6.7,1,2,1,68,4.6,0,1,72,68
8.4,0,1,0,86,4.3,1,1,57,67
6.8,1,2,1,65,3.9,1,1,71,85
8.3,2,3,2,88,4.7,1,1,75,85
8.1,2,3,2,89,4.6,1,1,73,83
8.2,1,3,2,88,4.8,1,1,85,80
8.3,2,3,2,88,4.8,1,0,79,83
8.2,0,2,2,79,4.5,1,1,55,86
7.3,1,1,0,77,4.3,1,1,66,68
7.7,0,3,1,82,4.1,0,1,82,88
7.4,1,2,0,74,4.5,0,1,70,68
7.6,0,1,1,76,3.9,0,1,55,72
8.3,2,3,2,90,4.8,1,1,88,87
7.6,1,2,3,74,3.7,1,1,79,86
7.8,1,3,0,89,4.0,0,1,72,84
7.9,2,3,1,75,4.5,1,1,79,80
7.5,1,2,0,73,3.5,1,1,84,66
7.3,1,1,0,74,4.5,0,0,67,65
8.6,2,3,2,90,4.8,1,0,82,87
7.4,2,1,1,65,3.2,0,1,55,62
8.1,2,3,2,90,4.7,1,1,82,82
7.4,0,3,1,83,4.3,1,1,82,68
8.5,2,3,2,90,4.8,1,1,79,86
6.6,1,2,1,66,4.8,0,0,64,69
6.5,1,1,1,76,3.8,0,0,55,64
7.6,1,1,0,81,3.3,1,1,57,65
6.5,1,1,1,76,4.0,0,0,55,65
8.7,1,3,2,86,4.7,1,1,67,86
7.6,0,3,2,87,4.7,1,0,80,84
8.2,1,3,0,80,4.6,1,1,81,71
6.7,1,3,1,86,4.8,1,1,75,80
8.1,0,1,2,80,4.3,1,1,81,86
8.6,1,1,1,78,4.3,1,1,69,84
8.2,1,3,2,90,4.3,0,1,77,82
7.5,1,1,0,84,4.5,0,0,55,68
8.4,0,1,0,80,4.5,1,1,87,78
7.6,1,1,1,65,3.5,0,0,55,58
8.2,2,3,2,90,4.8,1,0,75,80
7.8,1,3,2,75,4.3,1,1,77,86
6.5,1,1,1,76,3.8,0,1,60,68
7.8,1,2,1,73,4.0,1,1,55,87
8.3,1,3,2,85,4.7,1,1,71,86
8.1,1,2,1,84,4.3,1,1,77,83
8.1,2,3,2,90,4.7,1,1,66,85
7.8,2,2,2,81,4.8,1,1,74,88
7.7,0,1,0,69,3.9,0,1,56,62
7.6,1,1,1,76,3.4,0,0,55,59
6.6,0,2,0,64,3.8,0,1,55,70
7.0,1,1,1,75,4.2,1,1,61,64
7.4,1,3,0,76,4.4,1,1,58,71
7.8,1,2,0,76,4.0,1,1,63,88
7.6,1,3,0,75,4.2,1,0,76,76
9.1,2,1,3,84,4.8,1,1,81,85
7.9,2,3,0,90,4.8,1,1,89,86
6.5,1,1,1,67,3.7,0,1,55,66
6.5,2,1,0,78,4.4,0,1,75,65
7.0,0,1,1,75,4.0,0,1,58,73
8.7,0,3,2,81,4.5,1,1,80,66
8.5,1,3,1,84,4.3,1,1,55,66
6.6,1,2,1,65,4.1,0,0,56,58
6.5,1,2,0,69,3.7,0,0,55,66
8.6,2,3,2,89,4.8,1,1,79,85
8.4,1,2,1,77,4.0,1,1,79,84
8.1,2,3,0,90,4.7,1,1,86,88
8.1,1,1,0,90,4.7,0,1,70,82
7.7,0,1,1,67,3.8,0,0,55,63
6.8,1,2,0,82,4.4,1,1,59,69
7.0,1,2,0,72,4.6,1,1,68,74
6.6,1,1,1,85,4.1,1,1,80,85
7.4,1,1,0,64,4.2,0,1,56,71
7.9,0,1,0,80,4.8,0,1,83,69
6.9,2,3,3,80,4.8,1,0,82,86
6.8,1,1,1,73,3.9,0,1,78,67
8.3,2,3,2,89,4.8,1,1,78,86
8.2,1,2,1,84,4.8,1,1,68,88
8.1,2,3,1,85,4.8,1,1,74,84
7.3,1,1,0,80,3.6,1,1,78,80
7.5,2,2,1,85,4.6,1,1,71,85
7.8,1,2,0,73,4.1,0,1,61,71
7.4,1,1,0,69,4.0,0,1,64,74
8.3,2,3,2,90,4.8,1,1,76,87
8.6,1,2,0,68,3.9,1,1,72,83
7.7,1,3,0,75,4.5,1,1,64,61
6.5,0,1,0,61,3.7,0,0,67,71
7.7,1,3,2,87,4.8,1,1,70,88
7.6,0,1,2,74,4.6,1,1,76,67
6.5,0,1,0,66,4.0,0,1,66,72
7.8,2,3,2,90,4.7,1,1,85,82
8.6,2,3,2,90,4.5,1,1,79,84
7.5,1,3,2,90,4.8,1,1,71,84
7.6,1,2,0,80,4.0,0,1,78,73
7.9,1,3,2,75,4.6,0,1,82,84
7.4,1,3,1,81,4.7,0,1,69,74
8.3,0,3,0,86,4.5,1,1,69,78
7.5,1,3,1,73,4.0,0,1,55,68
7.4,0,2,0,76,3.8,0,1,66,70
8.4,1,3,2,90,4.8,1,1,77,79
8.2,2,3,2,90,4.8,1,1,85,88
6.7,1,1,1,71,3.8,1,0,56,70
8.5,1,2,2,90,4.6,1,1,79,84
7.7,1,1,0,69,4.0,0,0,55,69
8.2,1,1,1,69,4.2,0,0,58,62
7.9,1,2,0,66,4.5,0,1,60,63
8.2,1,3,2,79,4.8,1,1,76,81
8.2,2,3,2,86,4.7,1,1,84,88
7.7,1,1,1,69,4.2,0,0,55,63
7.4,1,1,1,68,4.7,0,1,55,66
7.9,1,2,1,76,4.1,1,1,57,66
6.9,1,1,1,64,4.1,0,0,64,66
7.4,0,1,0,71,4.4,0,0,57,66
7.4,0,1,1,67,4.5,1,0,55,68
7.7,1,1,0,75,4.1,0,1,86,69
8.0,2,3,2,90,4.8,1,1,77,87
7.5,1,2,0,76,4.0,0,1,59,62
7.6,0,1,0,80,3.8,0,0,55,83
8.1,1,3,0,80,4.7,1,1,79,84
8.2,2,3,2,90,4.8,1,1,86,83
8.1,2,3,2,90,4.7,1,1,82,85
6.7,1,2,0,80,3.5,0,0,59,73
6.5,0,1,1,60,3.2,0,0,62,74
7.7,2,3,0,90,4.7,1,0,88,78
7.7,1,2,0,68,3.9,0,1,62,63
7.7,1,2,1,70,4.8,1,1,74,85
8.0,1,3,1,75,4.5,1,1,73,71
7.5,1,1,1,71,4.3,0,0,57,68
8.1,0,1,0,85,4.5,1,1,79,82
8.3,1,1,0,81,4.7,0,0,75,69
7.0,1,2,1,84,3.9,0,1,57,64
8.1,2,3,3,90,4.7,1,0,83,82
7.7,1,3,2,74,3.6,1,1,78,64
7.8,1,1,0,85,4.1,0,1,55,68
8.1,2,3,2,82,4.5,1,1,79,87
8.4,1,2,2,86,4.8,1,1,81,87
6.5,1,1,2,90,4.8,1,0,75,80
7.7,1,2,0,73,4.8,0,1,59,65
8.4,2,3,2,90,4.8,1,1,80,80
7.9,2,1,0,75,3.4,1,1,55,63
7.5,1,3,0,70,4.2,0,1,60,68
7.5,0,1,0,72,3.9,0,1,65,70
8.2,1,1,0,73,4.5,0,1,55,68
7.9,1,1,0,85,4.5,1,1,80,81
7.7,1,3,1,90,4.6,1,1,81,82
7.4,1,1,2,90,4.3,1,1,72,85
7.6,1,2,0,66,3.5,0,1,57,62
8.1,1,3,2,90,4.8,1,1,78,86
6.5,1,1,1,62,3.5,0,0,55,73
7.4,2,2,0,81,4.7,1,1,74,65
7.7,1,1,1,74,4.3,0,1,58,65
8.4,2,3,2,90,4.8,1,1,73,85
7.7,0,2,0,90,4.4,1,1,79,69
8.0,0,1,0,81,3.1,0,0,65,59
6.9,1,1,0,67,3.8,0,0,70,60
7.7,1,2,0,71,4.5,1,1,71,68
7.6,0,2,0,75,3.6,0,0,56,70
7.0,1,1,0,76,4.8,1,0,70,63
7.2,1,1,3,75,3.5,0,0,67,66
8.5,1,3,2,90,4.8,1,1,80,85
8.3,1,1,2,88,4.1,1,0,70,80
8.5,2,3,2,90,4.8,1,1,79,83
7.8,1,1,1,63,4.1,0,1,55,67
8.3,2,1,2,83,4.4,1,1,59,86
7.8,2,3,2,83,4.8,0,1,74,83
6.8,1,2,0,75,4.3,0,1,55,67
7.5,0,2,0,90,4.8,0,1,55,79
8.3,2,3,3,90,4.8,1,1,76,77
8.2,1,3,0,90,3.9,1,1,75,87
7.4,1,2,0,73,4.3,0,1,65,68
8.2,1,1,1,78,3.6,0,1,60,69
8.5,1,2,1,85,4.1,1,1,73,86
8.3,2,2,0,90,4.8,1,1,80,72
8.5,1,3,2,89,4.8,1,1,81,86
7.5,1,1,1,65,4.4,0,1,55,60
6.8,1,2,1,75,4.0,0,1,62,76
7.4,1,2,1,71,4.3,1,1,67,73
8.6,2,3,2,90,4.7,1,1,84,87
8.5,0,3,2,90,4.8,1,1,70,88
8.4,2,3,2,90,4.5,1,1,83,86
8.7,1,3,2,74,4.6,1,1,82,81
7.4,0,2,0,75,4.4,0,1,57,67
7.8,2,3,0,90,4.6,1,1,86,82
7.5,0,1,0,72,3.6,0,0,56,70
6.5,1,2,1,82,4.0,0,1,55,62
8.4,2,3,2,90,4.8,1,1,74,88
7.7,1,3,2,74,4.4,1,1,55,85
7.6,1,1,1,70,4.7,0,1,55,69
7.7,1,2,1,72,4.5,0,1,55,65
7.5,1,2,0,83,4.2,0,1,60,71
8.3,1,2,0,69,4.4,0,1,55,63
8.3,1,1,0,73,3.6,0,1,74,68
7.9,0,1,2,87,4.7,1,1,89,85
7.4,2,1,1,78,4.3,0,0,55,68
7.7,2,2,0,73,4.3,1,1,72,88
8.3,1,3,1,81,4.8,1,1,65,83
7.6,1,2,0,66,3.8,1,0,55,68
8.6,2,3,2,90,4.8,1,1,82,86
7.6,1,3,2,90,4.8,1,1,74,83
7.8,0,2,0,89,3.9,1,1,70,74
6.5,1,3,0,83,4.8,1,0,87,81
7.2,1,1,1,72,4.5,1,1,61,73
6.5,1,1,1,69,4.3,0,0,55,69
7.4,1,2,0,69,3.6,0,0,69,68
6.7,1,1,1,70,4.0,0,0,68,57
7.7,1,2,0,80,4.0,0,1,57,67
7.7,1,3,2,74,4.2,1,1,55,84
7.7,1,2,1,66,3.4,0,1,60,80
7.4,1,1,1,73,3.6,0,1,59,64
7.5,1,3,0,80,4.5,1,0,77,80
6.7,1,1,0,71,4.1,0,0,60,68
7.5,1,1,0,81,4.5,0,1,58,76
8.6,2,3,2,84,4.7,1,1,71,82
8.1,1,3,3,85,4.8,0,1,72,83
8.5,0,2,0,89,4.5,1,1,70,83
7.7,1,2,0,77,4.3,1,1,61,83
7.8,1,3,0,90,4.0,1,1,84,79
7.4,0,1,1,70,4.3,0,1,55,69
7.6,1,1,1,76,4.0,0,1,83,68
7.5,1,1,0,78,3.8,0,1,55,76
8.0,1,1,1,82,4.0,0,0,55,74
6.7,1,1,1,77,3.4,0,1,59,72
7.8,0,3,2,82,4.5,0,1,60,63
7.5,0,1,0,82,4.1,1,1,58,69
8.2,0,2,1,75,4.4,1,1,73,67
8.7,2,3,0,72,4.3,0,1,64,66
8.0,2,3,2,90,4.8,1,1,81,87
6.5,2,1,3,83,4.5,1,1,55,68
8.2,2,3,2,90,4.8,1,1,85,83
7.5,1,1,1,80,4.2,0,0,55,62
7.4,0,1,1,72,3.5,0,1,66,61
8.6,1,3,0,82,4.8,1,1,87,68
8.7,1,3,2,90,4.8,1,1,70,88
8.7,2,3,2,87,4.6,1,1,77,81
8.0,1,3,2,81,4.8,1,0,64,85
7.6,1,1,1,73,4.7,0,0,55,70
8.7,1,2,1,90,4.6,1,1,75,88
7.5,0,2,0,78,4.4,0,1,62,65
8.1,1,3,2,90,4.8,1,1,74,82
6.6,1,1,0,77,4.2,0,0,64,59
7.7,0,2,0,73,4.2,1,1,82,87
7.8,1,3,0,80,3.8,1,1,78,57
7.7,0,1,2,83,4.4,1,1,56,61
8.2,0,3,2,84,4.8,1,1,56,74
8.1,1,3,0,88,4.5,1,1,78,83
8.5,1,1,2,83,4.3,1,1,89,86
6.5,1,1,1,75,4.0,0,1,60,67
7.6,1,2,2,79,4.2,0,1,64,68
7.8,1,1,0,61,3.4,0,0,63,63
6.5,1,1,0,69,4.5,0,0,55,70
6.8,0,1,0,63,3.6,0,0,55,67
8.5,2,3,0,90,4.8,1,0,74,88
7.5,1,2,1,65,4.1,0,0,68,73
7.5,1,1,0,84,3.7,0,1,77,87
7.4,1,1,1,71,4.3,0,1,55,73
8.3,1,1,0,88,4.1,0,0,64,74
8.2,1,1,1,90,4.8,1,1,76,70
8.4,1,1,2,81,4.8,1,0,84,80
7.5,1,2,1,73,4.2,1,1,72,64
8.3,1,3,0,78,4.7,1,1,76,82
7.6,0,1,0,78,4.3,0,1,71,64
8.4,1,3,2,90,4.8,1,1,79,87
8.2,1,3,2,88,4.8,1,1,75,82
7.5,1,2,1,68,4.0,0,0,64,68
7.7,1,1,0,70,4.4,1,1,65,70
7.2,0,1,1,75,4.1,0,0,63,80
7.7,1,1,1,72,4.4,0,0,57,65
6.7,2,2,0,65,4.7,0,0,66,62
7.5,1,2,0,70,3.4,0,1,55,66
8.6,1,3,2,86,4.4,1,1,75,80
7.7,2,1,0,74,4.1,1,1,78,68
7.6,1,3,2,84,4.6,1,1,78,79
8.6,0,3,2,85,4.7,1,1,78,80
7.0,0,1,0,82,4.4,1,0,55,73
7.3,2,1,1,87,4.2,1,0,90,65
7.9,1,2,0,77,4.2,0,1,75,63
7.5,1,1,1,60,3.6,0,1,55,64
6.9,1,1,0,71,4.5,0,1,55,63
8.3,0,3,2,75,3.8,1,1,83,85
8.5,0,2,2,85,4.1,1,1,59,82
8.8,1,3,2,84,4.2,1,1,73,82
6.5,1,1,0,69,3.9,0,0,60,72
7.0,1,3,0,74,4.6,1,1,77,67
8.3,1,3,2,79,4.4,1,1,78,83
8.2,2,3,2,76,4.5,1,1,73,82
7.3,1,2,0,76,4.5,0,1,60,68
8.2,1,1,0,76,4.2,0,1,55,62
7.6,0,1,1,66,4.2,1,1,55,67
8.1,2,3,0,84,4.8,1,1,83,82
8.4,1,2,0,71,4.5,1,1,68,81
6.5,0,1,0,85,3.9,0,0,55,69
7.4,1,2,1,72,4.4,1,1,61,82
7.0,1,1,1,73,4.6,0,0,56,62
6.7,1,1,0,83,4.2,0,0,55,57
6.7,1,2,2,75,4.2,0,0,78,66
7.4,1,1,1,69,4.2,0,1,59,65
7.4,0,1,0,79,4.3,0,0,63,73
8.0,0,3,1,83,4.4,1,1,83,79
8.3,1,3,1,81,4.3,1,1,79,88
8.0,1,2,2,83,4.3,1,1,72,88
8.6,1,3,0,88,4.8,1,1,89,82
7.4,1,1,0,69,4.4,0,0,57,66
7.6,2,3,3,82,4.5,1,1,71,67
7.7,1,1,0,81,4.3,0,0,60,70
7.8,1,1,1,73,4.0,0,0,58,61
8.4,1,1,1,67,3.5,0,1,55,64
7.3,1,1,2,71,4.0,0,1,55,69
7.5,2,1,1,60,3.2,0,1,55,67
6.8,1,2,0,75,4.2,0,1,77,57
8.3,2,2,1,87,4.5,1,1,82,80
8.4,0,1,2,76,3.4,0,1,77,85
8.3,2,3,0,90,4.7,1,1,73,77
7.4,2,1,2,90,4.7,1,1,81,88
6.5,1,1,0,68,4.3,1,0,60,66
7.9,2,3,2,76,4.6,1,1,79,82
7.5,0,1,1,70,4.3,0,0,64,66
7.4,1,1,0,77,3.6,0,0,55,65
7.5,0,3,2,90,4.8,1,1,82,81
8.7,2,1,0,66,4.8,1,0,70,59
6.9,1,1,1,65,4.4,0,1,62,71
7.7,1,2,1,81,3.6,1,1,70,63
8.2,2,3,2,90,4.8,1,1,71,88
7.8,1,1,1,83,4.2,1,1,64,66
7.1,1,1,1,64,4.5,0,0,66,64
6.9,2,3,0,80,4.4,1,1,74,67
8.1,2,3,1,82,4.2,0,0,74,62
6.5,1,3,2,75,4.7,1,0,78,62
7.8,0,2,1,75,4.4,1,1,61,68
7.6,0,2,1,81,4.4,1,1,70,63
8.1,2,3,2,90,4.6,1,1,71,87
8.1,1,2,1,88,4.8,0,1,77,88
6.6,1,3,2,81,4.5,1,0,72,77
8.2,0,1,1,89,4.7,1,1,81,74
7.4,1,2,0,89,3.6,0,0,62,72
6.5,1,1,0,75,4.7,0,1,56,69
7.8,1,1,0,66,4.1,0,1,61,82
7.7,1,3,2,83,4.0,1,1,86,67
7.5,1,3,0,83,4.8,1,1,75,84
7.4,1,3,2,80,4.7,1,1,74,83
8.0,1,1,0,74,4.5,1,1,55,65
7.3,0,3,2,90,4.1,1,1,80,80
7.7,1,1,2,80,4.5,1,1,81,83
7.4,2,1,3,66,3.9,0,0,61,57
8.4,2,2,2,78,4.1,0,1,83,80
8.0,2,1,0,82,4.6,1,1,61,79
8.3,2,3,0,71,4.6,1,1,77,82
7.6,2,2,2,83,4.8,1,1,71,85
7.5,1,2,3,86,4.8,0,1,60,67
8.1,1,2,0,83,4.6,1,1,75,75
7.4,1,1,3,85,4.0,1,1,74,71
8.2,2,3,2,90,4.5,1,1,86,81
7.2,2,1,1,78,4.3,1,1,90,63
7.7,1,2,2,85,4.8,1,1,87,86
7.5,1,1,0,78,4.0,0,0,55,71
7.1,0,2,0,80,3.8,0,1,57,70
7.3,1,1,0,60,4.5,0,0,58,60
7.5,1,2,1,78,4.7,0,0,55,66
7.3,0,3,2,77,4.6,1,1,72,88
7.4,0,2,1,73,3.8,0,0,58,70
8.2,0,1,0,73,4.8,1,1,55,66
7.4,1,2,1,73,4.5,0,0,56,69
8.0,2,3,2,88,4.8,1,1,82,81
8.1,1,3,0,75,4.5,0,1,71,68
7.8,1,3,1,87,4.5,1,1,69,82
8.8,0,3,2,77,4.5,1,1,83,82
7.6,1,1,1,70,4.4,1,1,55,70
7.7,2,2,2,85,4.3,1,1,82,84
8.1,1,3,0,85,3.7,1,1,55,79
8.2,1,2,0,75,4.5,1,1,55,62
8.1,1,2,0,83,4.1,1,0,66,66
7.5,0,1,0,71,3.8,0,1,59,69
6.7,0,1,0,65,4.3,0,1,55,58
8.0,2,3,3,85,4.8,1,1,77,81
7.9,2,3,2,79,4.3,1,0,68,82
7.3,0,1,1,66,4.7,0,0,59,66
7.6,1,1,1,71,4.2,0,0,57,68
7.5,0,1,1,71,3.6,0,1,59,64
6.5,1,3,0,82,4.7,1,1,55,82
6.5,2,3,0,84,4.8,0,1,62,84
7.9,2,3,2,80,4.3,1,1,78,65
6.5,0,1,0,66,3.5,0,0,55,67
8.6,2,3,2,90,4.8,1,1,85,81
8.4,2,3,2,84,4.7,1,0,85,85
7.7,0,2,0,80,4.3,0,1,55,68
7.7,1,1,0,73,3.9,0,1,59,67
8.4,2,3,2,90,4.8,1,1,84,86
8.2,2,3,2,88,4.8,1,1,79,86
8.1,2,3,2,83,4.3,1,1,83,79
7.4,0,1,2,79,3.5,0,1,55,66
6.7,1,1,0,90,4.3,0,0,80,82
7.7,2,3,2,90,4.8,1,1,81,85
6.6,1,1,0,61,4.1,0,1,55,73
7.5,1,2,1,80,4.0,0,1,55,65
8.4,1,1,1,70,3.7,1,1,55,63
7.3,1,2,0,80,4.2,0,0,57,69
8.5,2,3,1,85,4.1,1,1,89,79
6.7,1,2,1,74,4.1,1,1,56,67
8.4,2,3,2,90,4.7,1,1,73,88
8.0,1,1,1,70,4.0,0,1,72,64
6.7,1,2,1,85,4.4,0,1,55,71
7.9,2,3,2,84,4.0,1,0,88,81
6.9,1,3,1,86,4.5,1,1,77,84
8.4,1,3,0,63,4.3,1,1,55,68
7.8,1,2,0,80,4.7,1,1,55,66
6.9,0,1,0,60,4.6,0,0,80,67
7.9,2,1,2,81,4.8,1,0,82,82
7.9,0,1,0,60,3.4,0,0,64,59
8.4,2,3,2,90,4.3,1,0,83,87
7.9,2,3,2,85,4.4,1,1,77,82
6.7,1,2,0,86,4.4,0,0,76,73
6.5,1,1,1,61,4.2,0,1,64,69
7.3,1,2,0,74,3.6,0,1,77,63
8.5,1,2,3,90,4.8,0,1,70,72
7.5,1,2,0,87,4.6,1,1,83,81
7.4,0,1,2,79,4.4,1,0,55,68
6.5,0,1,0,71,3.9,0,1,66,66
8.1,2,3,0,79,4.8,1,1,70,82
8.1,1,2,1,81,4.7,1,1,61,84
7.3,1,1,0,79,4.1,1,0,57,64
7.8,1,1,0,61,4.1,0,0,57,67
7.6,1,1,3,76,3.8,0,1,59,60
8.4,0,3,3,80,4.6,0,1,89,73
7.6,0,1,0,72,3.6,0,0,55,61
6.5,1,1,1,67,4.3,1,1,57,68
7.7,2,1,1,70,3.5,1,1,66,67
7.0,1,1,1,68,3.7,0,0,55,68
7.8,2,3,2,88,4.5,1,1,71,85
7.5,1,1,1,70,4.6,0,0,59,66
8.3,2,3,2,79,4.7,1,1,72,69
7.4,0,1,0,85,3.9,0,1,68,63
7.3,2,3,2,90,4.3,1,1,74,72
6.9,1,3,0,81,4.5,0,0,72,76
8.4,2,3,3,82,4.5,1,0,82,85
7.9,2,3,2,83,4.5,1,1,66,80
8.2,2,2,3,84,3.9,0,1,71,84
8.3,2,1,2,84,4.8,1,1,69,85
8.5,0,3,2,85,4.8,1,1,80,88
6.7,1,1,2,80,4.4,0,1,55,64
8.4,1,1,3,90,4.5,1,1,72,69
8.1,0,3,1,90,4.7,1,1,81,86
8.2,1,2,2,89,4.8,1,1,73,70
7.6,1,2,1,82,4.3,1,0,68,66
7.9,0,1,0,79,4.4,1,0,55,85
7.5,1,1,2,85,4.4,1,1,81,80
8.0,0,1,0,79,3.4,0,1,80,74
7.4,0,2,0,76,4.5,0,1,72,85
7.7,1,3,1,89,4.6,0,1,61,84
8.2,1,0,0,84,4.8,1,1,74,82
7.6,1,2,0,72,4.4,0,1,57,64
7.5,1,1,1,72,4.8,0,0,58,69
7.5,1,3,0,85,4.6,1,1,80,69
8.4,2,3,2,90,4.8,1,1,76,88
7.7,1,2,0,88,4.8,1,1,70,85
8.2,2,3,2,82,4.4,1,1,80,83
8.6,1,3,2,83,4.4,1,1,71,83
8.6,2,3,2,90,4.7,1,1,85,82
8.2,1,3,1,80,3.9,1,1,78,85
6.8,1,1,0,60,4.0,0,1,64,66
6.6,1,1,0,72,3.9,0,1,60,69
7.1,2,1,0,72,4.3,0,1,56,63
8.7,1,1,2,80,3.8,1,1,60,75
7.4,1,1,0,77,4.5,0,1,69,73
8.1,2,3,3,85,4.8,1,0,57,82
7.5,2,1,3,79,3.4,1,0,90,64
8.6,1,1,0,65,3.7,1,0,69,62
